Timestamp,Node_No,Rack_No,CPU-Utilisation,Disk-Utilisation,Memory-Utilisation,Power-Consumption
0.0,140,1,20.014074725855906,59.34288584590455,54.116454943905495,56.68799624414359
0.0,388,1,30.676936066341252,64.40022872794052,59.773538888287625,43.8496330352128
0.0,213,1,35.12305637798283,65.30967968051038,47.68188192876174,42.236399472391795
0.0,409,1,58.005767205144025,34.965783827664204,63.6014697104758,62.54364508693956
0.0,435,1,51.208483857776486,45.56263906090486,32.56414615383325,96.65744354568358
0.0,750,1,56.56739656780706,23.81948140031611,35.992873143451185,68.67664374649786
0.0,335,1,22.973444110171613,61.92157034467634,43.79798213955162,73.6649757042137
0.0,895,1,26.158563469036142,57.682187773611666,61.45888582898997,85.29704328996525
0.0,936,1,61.2463067103395,30.056496789516018,28.22699398686163,52.27259614591212
0.0,809,1,60.79845446600312,25.89606748139418,41.66190695524293,75.17682787235586
0.0,622,1,58.11993926141544,57.72761671612741,42.69027679374231,48.5599192510638
0.0,665,1,23.56958490446463,61.3306805939718,58.55633873060309,41.79948949813364
0.0,912,1,57.219434376403754,53.642477974012905,46.71671610460463,90.50314398009809
0.0,972,1,45.78742625002302,28.502627398897978,35.555144964640085,89.03548117515508
0.0,668,1,24.171404916908134,50.820020639655255,56.11459131444842,92.69301483238391
0.0,612,1,64.48592067646965,40.27762418556092,41.01853646299618,72.57464753354894
0.0,836,1,31.085777583735045,54.08303718443395,28.63003824961534,77.12121282582692
0.0,695,1,62.14690413026062,69.536255083376,26.315298003187515,69.95441309903262
0.0,551,1,67.19227820647706,43.56455864051523,58.059112624739285,58.8486054128487
0.0,204,1,68.68026242096835,39.99865741363586,42.504475779423046,60.299474436258066
0.0,478,1,44.39529956231858,29.22954553008728,44.301857491066535,72.43976418075603
0.0,16,1,64.72930675894992,33.70267059935718,54.754018276586834,84.12457230725096
0.0,923,1,26.03563210506257,51.91745316002388,23.06501741615929,42.003891432606316
0.0,991,1,48.21387736375614,48.143092661133565,45.270391611485095,73.830432773823
0.0,73,1,49.28002712489811,58.403123596753666,57.06421451254253,60.90078425851243
0.0,183,1,41.68324537725951,28.091969533010072,66.74149200808728,46.495803382834254
0.0,718,1,61.74487794575134,25.304408979803256,23.58368110800497,54.06306078771509
0.0,472,1,34.938415749698066,63.102386505987766,55.3445735538015,65.35421833066664
0.0,364,1,33.96976780375704,55.43778197351987,37.81061896123085,79.57248698580264
0.0,917,1,46.04290141883033,57.68742113247426,20.09573221033239,94.46991693427212
0.0,405,1,48.184610612663306,48.628301118556166,29.929067570889256,62.407523131504725
0.0,107,1,33.20362059075011,56.51735740261124,49.019526228160956,59.77114202729545
0.0,742,1,66.38967879119213,39.98198545418833,34.36680301899813,52.723972828000484
0.0,458,1,48.86125731885344,45.86352143020112,50.03322285892255,89.79476923654778
0.0,835,1,49.5569311351069,33.94270449935705,25.612684576543703,46.0050304367306
0.0,679,1,51.672951562520396,49.60578984119067,29.22633820710724,56.572610075702336
0.0,549,1,48.6498867337919,30.501223412229088,50.03274635637184,66.02394372575743
0.0,937,1,27.864389657738496,63.099406355088796,57.31198597358817,62.05713707341846
0.0,625,2,21.901261839956575,98.30808525662825,26.749895243676924,59.717595519015575
0.0,651,2,64.8026789219341,27.862708665784286,54.20902513978111,69.08159297520828
0.0,776,2,67.46012857567905,59.54414168342881,98.14683572549069,73.40903445204165
0.0,257,2,66.09482946956064,29.769109060780302,37.624454380267366,85.15483811751508
0.0,770,2,62.448478088958105,99.57846499246705,48.86842072779686,98.71881861839198
0.0,580,2,0.0,65.64307561527477,43.254824216201726,56.093603845065985
0.0,439,2,34.47009592528627,0.0,24.949630880706994,60.69358030499223
0.0,274,2,24.694621100724895,29.553484807736893,26.254627656138602,47.96606376271335
0.0,95,2,62.745562075340416,42.48321092781418,60.79140649004506,92.67003657458059
0.0,71,2,23.370772413813306,57.20619917183406,0.0,63.435109061709426
0.0,527,2,46.25103261472276,63.700408366497264,58.64748524615067,86.76637829484378
0.0,683,2,49.19108642715683,26.76120979771421,47.544291185771776,58.813837067477145
0.0,128,2,36.98968620252371,64.29619571602458,36.236340257008806,96.83876230895103
0.0,194,2,50.020848232476915,41.375956746090694,59.76805335541025,98.90490886669988
0.0,42,2,45.58827366275878,60.90523952992634,22.233281826376903,48.21918552240248
0.0,690,2,67.58623804783083,46.211163765448234,62.013306468014264,46.85441959405434
0.0,901,2,67.28284248319551,36.25016007049946,24.56765924159244,77.26109202421543
0.0,981,2,43.65189850426131,56.988289581167166,34.24840982197212,73.31176123407221
0.0,414,2,66.25086481444549,98.67055629543651,24.30401745978879,86.36920032295336
0.0,186,2,22.376837459459235,31.699462222161245,55.2979909138788,57.22257802100657
0.0,412,2,63.748033233876555,62.08151358339843,66.99482537214439,80.64592168257542
0.0,880,2,35.76731910325789,46.99963377141107,55.076519918319114,78.46910673543243
0.0,291,2,29.359900539875266,56.40266648061796,25.92501069479279,75.59608005273378
0.0,296,2,41.428341281332195,35.6989834636215,46.83448101001825,84.2493744403582
0.0,301,2,47.84464769203081,68.9156966118786,43.9206021428666,66.83490965795333
0.0,771,2,31.101610612958744,45.18925815326142,37.38846041750696,86.95639248629499
0.0,558,2,29.440434664605252,49.73228067478952,63.28855876227607,93.5106474614808
0.0,147,2,54.36021425475508,51.34330445510089,44.48502285483092,99.01089764720226
0.0,462,2,51.74981099427188,35.88115660380695,23.2095577625449,62.884491865027215
0.0,524,2,98.41605459596367,61.4834558993382,51.209514721666636,98.47731501325322
0.0,329,2,44.65471930758555,47.47208022147828,30.311003486100425,64.28821582467512
0.0,544,2,66.93592589622051,47.57568247259948,65.73723736344073,53.16284187573213
0.0,820,2,29.763809847274285,25.10979914490915,40.4565912985704,67.70761717376793
0.0,164,2,61.267223937913435,28.98664773623134,67.22154629655148,80.22425941260747
0.0,181,2,31.451540453422503,0.0,31.451944228072563,43.259320415738046
0.0,276,2,65.99637020213902,58.8326912118513,67.80763616839943,82.99572555839597
0.0,5,2,58.018985980861395,32.49347362275367,40.325471618051346,60.27897922466564
0.0,716,2,47.89612491545473,31.35308296114752,26.554859556382336,63.622408075116354
0.0,187,2,66.76056065256913,37.130401343829405,46.41211901821492,95.60463317521173
0.0,959,2,60.93066998973659,27.758793244770814,22.762843998330467,51.850372382064876
0.0,324,2,64.62206751529011,29.94349296084142,65.17034627895154,92.7370731832238
0.0,694,3,0.0,0.0,0.0,0.0
0.0,160,3,56.962110645480536,50.98275057670784,63.74222570438743,69.8091793391178
0.0,297,3,39.65506364980135,23.277684574445345,38.01681159834729,87.75753831145443
0.0,428,3,25.58151405841226,0.0,67.03417731215877,55.008887102639726
0.0,927,3,57.33348177210175,54.50466406806303,31.698852207257293,61.68224393456009
0.0,637,3,30.12164655265093,41.57745736698787,54.16326747603684,42.61094701499606
0.0,45,3,38.92608234879395,39.8049276923417,29.464130182632573,74.80748467065429
0.0,497,3,62.13035316169563,35.97213735206018,32.48270954138343,79.6183523887916
0.0,922,3,52.06249191043512,36.97585900560536,68.43441599864906,40.151365953499685
0.0,381,3,61.614820546938084,28.42842045919407,63.92353119133061,94.84106968834966
0.0,781,3,60.196530090392436,42.27775679698983,21.654115119755307,50.347186756219564
0.0,111,3,46.00334961648086,31.644494027461093,59.68193750304517,69.29934541155839
0.0,568,3,34.19636302415828,54.80177087214146,43.65597672977111,72.75313278499263
0.0,784,3,46.85454143950267,21.5514041508983,45.498128753474525,77.96033505278517
0.0,976,3,0.0,46.96827288989125,57.32865987370828,97.18038732998413
0.0,378,3,53.63500774971684,37.4802435802079,64.25457127509316,91.2580765348682
0.0,758,3,53.072605145368954,53.653082134356985,45.746492632781056,65.9916891131692
0.0,840,3,65.59051181969677,22.561486393009975,56.857006489060176,69.67870606579004
0.0,702,3,53.49908219606459,62.803717767290465,36.49617465232696,57.8331172522214
0.0,309,3,41.8375703409258,61.95138450784615,67.94925517973492,70.14890320816107
0.0,853,3,58.69051599355098,22.064285209583094,55.221373295650096,70.44077493907943
0.0,154,3,55.39691921591628,38.00967036269584,26.671207312721975,48.428477729708916
0.0,655,3,37.24662544562017,48.7488502737377,57.455595802049984,94.66071334362722
0.0,632,3,64.00741693575887,30.30957381135707,40.62725145559935,90.66264546208929
0.0,848,3,67.94981076657412,41.74358583488775,36.76774898778043,74.7009337469194
0.0,449,3,61.31020599599875,43.519384396408334,37.25644287207733,62.04137860495163
0.0,171,3,63.2918846355561,66.02110520355008,50.626002927718474,97.44545583492891
0.0,952,3,50.093458567174906,22.20314081454365,33.61403405200209,55.07391184872476
0.0,910,3,36.9160791972762,49.294801173006505,43.10954847267444,48.466728337313754
0.0,363,3,0.0,23.635027728653146,54.68417133658807,70.79016144274942
0.0,153,3,65.78108093501933,64.8661709142132,50.90563365422933,68.73092562617047
0.0,737,3,69.30520207253167,40.602308026143746,33.454162564358235,83.34187462206532
0.0,106,3,53.47641246581858,41.66088725713176,61.35857559037257,41.561073538261425
0.0,124,3,39.81550217558286,32.413856531983285,51.971335178064805,92.50587384172863
0.0,635,3,39.637812541108296,68.10884480059785,54.61601760189499,58.712609957812674
0.0,640,3,58.95917543721014,24.702824867050197,49.21456674341356,47.82462349692806
0.0,20,4,42.55904790009687,98.16119177784937,34.397730682538324,88.3534407916493
0.0,896,4,51.27343307404975,35.96433318046416,69.15227202188524,52.659137513222234
0.0,841,4,57.10845091522467,67.53773550457935,52.4416353444096,72.86856001276004
0.0,236,4,46.1223597717996,45.032530703895205,45.77955755219941,75.95090050053946
0.0,390,4,40.236431492640506,67.68187603156494,36.040155897221894,56.489515968738274
0.0,765,4,22.049878795716538,60.349148452791354,33.924092609421905,82.31899052849445
0.0,252,4,54.92357254302545,44.85692630929347,44.86599397475328,53.19867260162425
0.0,450,4,35.26433555423499,50.56408048214431,56.303493158910776,75.36065214280738
0.0,628,4,44.711323579307546,36.69252737127661,65.72482748090212,76.2869169634231
0.0,184,4,45.50216214846505,99.2064553234147,42.40706823194289,58.186103211010305
0.0,22,4,42.45061514032463,49.61533978448867,34.85624772393772,63.48610701213266
0.0,990,4,51.462868907118434,68.53522488453373,48.19519253931092,84.31466511578955
